1462224238,CNY,4916.24,Matthew Alvarez,46612 Lawn Alley,MK46 391R LPI3 SX95 710,Philip Fox,0848 Tennessee Alley,AT13 9031 5546 0959 2095,OUR
1441675619,UAH,3600.37,Annie Price,6 Darwin Terrace,CY69 8955 6946 8SRB AZY0 BNIL OSE7,Dennis Graham,37 Toban Lane,VG66 MLJE 0600 7268 5509 6288,SHAR
1437363694,ZAR,3696.69,Gary Arnold,11125 Graceland Drive,MR90 7027 4394 8650 8462 4410 185,George King,685 Swallow Plaza,GE82 UM43 5120 4247 7423 24,OUR
1449393118,ETB,3114.69,Theresa Chapman,45850 Coleman Circle,FR56 9234 7581 96UA URHB MZ51 G79,Linda Mills,829 Moulton Drive,IS35 0641 9575 4968 2107 6436 06,SHAR
1438820509,EUR,1209.64,Frank Rivera,8630 Scoville Junction,PT06 2626 4709 9748 4046 9005 4,Rebecca Brooks,8 Memorial Drive,MT43 VJHB 0780 1DVS LGF6 QSXX YMN1 2PS,BEN
1447843509,PLN,3185.55,Edward Moore,226 Corry Drive,ES59 8957 9886 6729 0165 8917,Frank Cook,7024 Hooker Road,FR25 3248 6464 29X5 LMO7 Z4HH 882,OUR
1457522364,PHP,2037.2,Alan Cook,863 Delladonna Terrace,SE35 9790 4079 9949 4929 4634,Heather Payne,11731 Sutherland Plaza,FR17 8889 7777 03NF 5VPJ D8I4 W68,SHAR
1438736942,EUR,2062.81,Evelyn Brown,60969 Westport Point,FR38 4246 5911 92AK O49J AKPU I23,Brian Nichols,79037 Buhler Plaza,MT66 PGNA 1576 5QUL FPJB 0QCT XZF0 LSE,BEN
1444130339,DOP,970.72,Frances Turner,07356 Ramsey Circle,VG72 ATWE 7564 0468 4550 1891,Jessica Watkins,443 Havey Center,BA55 2282 8006 4252 6093,BEN
1448523337,MGA,1833.04,Ruth Griffin,2242 Longview Plaza,HR07 5130 2233 0815 4910 9,Irene Baker,04 Bashford Place,GT36 XC3D SUJ1 6PQ2 JWDB SQTY KPBG,OUR
1446658506,SRD,4610.64,Dorothy Gonzales,58751 Grayhawk Place,FR47 0375 8491 17RD JWWO LDYI J33,Albert Russell,997 Helena Avenue,MC89 9326 3323 74LD 7A7J ZZVX S22,SHAR
1442258899,PHP,3388.86,Jeffrey Howell,32 Butterfield Way,DK73 6398 4791 5415 74,Cynthia Carroll,28 Hoffman Place,BG73 AXCI 7344 36F5 QPMA J8,BEN
1463620320,EUR,2417.67,Barbara White,7670 Redwing Center,BG92 JQLN 9493 003I 0DNN 9V,Donna Garcia,2672 Utah Parkway,PL11 8175 6529 8689 0068 4436 3295,OUR
1457638517,USD,3624.03,Heather Romero,90834 6th Alley,AD75 2635 4793 NGTQ 3QBJ DYBK,Joan Jenkins,8310 Washington Point,SK18 3038 8457 0537 6510 3435,OUR
1434304140,ILS,233.51,Chris Woods,74 Porter Park,GT08 PEH0 ZSF2 CSFZ RLAE BR3W FDIN,Howard Moore,5019 Farwell Park,IL84 2682 2343 6606 1685 085,SHAR
1460414941,MGA,4567.59,Nicole Bailey,7 Chive Road,BR56 4099 5430 8263 2896 6108 311P 9,William Turner,766 Nevada Junction,CR51 0901 2641 0118 5384 7,OUR
1448399767,MVR,3064.94,Kevin Taylor,6 Little Fleur Plaza,SM25 I914 0128 088Q 3PFV IXAH 3CZ,Sharon Kelly,78 Dottie Circle,MC91 3684 6200 90W9 FAWY 2YTW F00,BEN
1435758301,CNY,4191.4,Michelle Hunter,92 Erie Point,FR78 7082 0743 24PC E24F TWIX S07,Patrick Harvey,28 Thierer Terrace,FR31 6705 0643 08XI 0IBZ BGBD 271,SHAR
1438165698,IDR,2255.11,Terry George,20365 Welch Drive,MD78 BMLM UOB8 PG9V H0E0 VNJA,Martin King,7 Mcbride Crossing,BA30 8036 7339 2759 3102,SHAR
1443569720,RSD,3939.69,Karen Sanchez,87723 Springs Avenue,SM76 K430 2111 6728 YLJE RQYV IZY,Julia Lewis,481 Eagle Crest Plaza,LB66 0564 R7II G9EN ARMX EWXV 5V9C,BEN
1456954300,PEN,4229.27,Sean Schmidt,11270 Dahle Point,AE43 1745 0449 4878 6158 927,Juan Clark,927 Comanche Avenue,FR97 6029 9209 78FO QCTG WOOA N48,SHAR
1447289059,IDR,511.45,Michael Pierce,17 Rieder Pass,FR75 7565 8808 33S9 NESN I2WK 190,Christine Ferguson,3 5th Parkway,SI68 6533 9897 6574 920,OUR
1456390771,IDR,4818.48,Frank Powell,7216 Merrick Lane,DK55 9251 6955 1501 58,Jean Medina,053 Summerview Way,BG46 ZOSN 3349 06G0 LROG TN,SHAR
1439342586,SEK,1836.15,Tina Wheeler,61 Anderson Parkway,FR87 9219 0136 800Z NB4N S1TD R20,William Richardson,0639 Petterle Avenue,FO95 0864 7926 4159 83,BEN
1438624822,USD,1592.83,Lillian Smith,06489 Service Point,MU21 IFDD 7828 4891 9569 6379 828B WP,Martha Ward,61291 Center Park,FR18 7520 4654 69UH DO19 B2SO R61,BEN
1458267556,CNY,1687.03,Joshua Nguyen,0537 Granby Terrace,VG85 FEND 4798 7108 5858 3749,Patrick Ross,54770 Crescent Oaks Center,AZ87 VJDI OSSQ RQSD NPNL HNWX N9BX,OUR
1462245964,CNY,2666.38,Marie Medina,537 Oriole Road,KW48 TVYA XJJD UFA3 K94G 5ILH 3ZCW WR,John Gilbert,2587 Manitowish Center,VG40 JQZP 6050 2841 5596 1976,SHAR
1439584796,CNY,4172.28,Tina Vasquez,0428 Memorial Trail,MR27 0545 7535 6099 8484 6143 750,Janet Bowman,2 Mockingbird Circle,SK26 3672 0599 6033 9050 2046,OUR
1453349751,IDR,864.79,Arthur Cole,55999 Londonderry Junction,AT12 5125 2904 1124 5828,Laura Kelly,64260 Kennedy Road,MC77 7555 9781 244D JGU7 NSYK X36,OUR
1449111620,AFN,492.71,Catherine Howard,819 Lyons Place,ES84 8754 7024 9097 8938 1058,Timothy Bishop,30 Pleasure Hill,FR20 4000 7266 84N5 UZBI EY2B F25,SHAR
1440231198,EUR,4215.43,Angela Cook,29185 Merrick Street,VG20 JBJT 1231 4917 4955 5570,Andrew Harper,2 Butternut Point,ME97 7342 0569 9073 3814 17,BEN
1458869611,CNY,3562.77,Margaret Harvey,41 Namekagon Junction,SI04 2802 2584 7884 417,Janice Burke,3653 Grayhawk Junction,CR62 6529 8071 4905 6197 6,BEN
1452509712,MAD,2557.95,Shawn Hanson,51 Birchwood Lane,FR60 5107 6962 027P M8XQ UPXL P87,Ronald Fuller,925 Algoma Avenue,IS45 4803 9563 8982 0775 7987 12,OUR
1439148150,IDR,146.72,Steven Dixon,9231 Ridgeview Circle,IE23 NSTB 8539 8355 0926 72,Eugene Franklin,388 Spohn Court,FR94 9354 2300 35XE WMVH 6X7E D67,OUR
1446200586,BGN,2819.27,Carolyn White,171 Calypso Crossing,PS06 LQCP LN5Y AM77 8LIS BSEZ MQLI F,Louis Nichols,6633 Hoard Trail,LI53 8099 59KI 0T5V S1E7 K,SHAR
1455574783,PHP,1490.74,Aaron Hill,51345 Grasskamp Lane,MR90 0143 6440 5528 9671 3245 018,Patrick Griffin,2452 Kennedy Trail,BA73 4310 6348 0949 9709,BEN
1441547348,CNY,348.82,Donald Morris,67 Dakota Place,SM36 T918 5621 741D BJJD GZZY JMC,Alan Perkins,079 Debra Street,TR10 3365 7KSV 2KCX SGPZ EJKL CI,SHAR
1444312198,CNY,764.65,Jimmy Stanley,85 Dixon Park,CY37 2422 0909 WBQF YOFC CURU YTTH,Pamela Dunn,0169 Trailsway Hill,DO40 FB8E 6423 6691 5029 7690 1105,SHAR
1436773624,SEK,3900.23,Ernest Lewis,97904 Green Center,AT16 4067 3897 9530 6747,Teresa Green,16367 Mendota Place,LB75 2958 BIVQ Q7J2 FHJG GKSA KIE9,BEN
1438833838,MNT,2388.49,Andrea Young,2707 Elgar Drive,FR35 4075 9048 032Z IFLX OVMX S99,Martha Warren,355 Loomis Crossing,HR74 2764 7068 7662 6189 5,SHAR
1434975335,ZAR,2481.28,Phillip Tucker,387 Charing Cross Center,HR70 2196 1685 0053 6299 1,Chris Ryan,75160 Service Trail,FO71 8103 7930 7261 43,BEN
1448584175,CNY,3386.7,Marilyn Spencer,45430 Northport Street,IE29 EZRY 4289 6285 4728 19,Phillip Mcdonald,1439 Talmadge Lane,FR52 9830 1885 17NE 5IUG IZYY C89,OUR
1457229059,JPY,979.45,Ruth Patterson,8 Pierstorff Center,MU02 DGOJ 3104 2178 3577 5243 848R KE,Charles Marshall,1 Valley Edge Drive,EE34 4756 6709 2675 3356,SHAR
1464444668,IDR,3934.78,Patricia Walker,6074 Twin Pines Lane,BR31 4598 9824 2438 6442 8092 016Q R,Bonnie Tucker,32 Norway Maple Parkway,LT07 7799 2895 2966 0669,OUR
1454581246,BRL,4527.83,Roy Olson,31676 Texas Drive,MU42 XGZI 2503 6559 2843 1351 501S BO,Bobby Duncan,811 Troy Terrace,FR66 8334 4075 26RY BL54 IAX3 U99,OUR
1455870989,PHP,3800.29,Christina Sims,98313 Waubesa Street,AL39 1974 7751 WBHG E3E7 2VBY FCHO,Paul Ross,35 Acker Street,MK34 646J QVOO 09DC S23,BEN
1462111310,SEK,1399.43,Linda Chapman,292 Schurz Avenue,FR84 9820 2806 23UO RAMQ 7WMC 049,Brenda Simmons,6809 Bobwhite Drive,MR59 3086 9943 7223 0425 0293 869,BEN
1447031906,IDR,3484.45,Kelly Mccoy,82987 Rigney Terrace,ME03 7119 2931 8162 5260 14,Benjamin Barnes,75235 Larry Plaza,FR23 3554 8836 41FM BN96 EUCN C33,BEN
1463940549,ILS,2159.57,Andrew Williams,2 Schlimgen Plaza,GR79 6027 2408 DMYP EKYJ UG8L UTM,Cheryl Burke,990 Graedel Alley,GT43 UIEX QR2Y AT6G 5H4Z RGLS YDJF,OUR
1439357052,USD,2631.52,Howard Fuller,336 Glacier Hill Terrace,CY66 2423 1808 IJZA I5VI E6KE FIHA,Roger Martin,08 Londonderry Lane,FO67 9976 0915 1319 42,OUR
1433051222,RUB,2466.26,Julia Martinez,8 Mayer Court,PK56 LRZT 3GHO HTEC OK84 ITEK,Cynthia Perkins,2 Monica Junction,IE98 GSHG 3375 5857 3250 09,BEN
1462321618,UAH,1884.25,Marilyn Clark,0653 7th Junction,GR72 0258 044P J4AH RKUN SJVJ 2PX,Lisa West,6 Forest Run Drive,SM78 F527 6681 318Y PCME JEKA ZKV,OUR
1441030211,CNY,1528.32,Laura Ortiz,0367 Village Trail,CR18 1739 7380 0912 0483 7,Patricia Dunn,56702 Prairie Rose Park,GB04 YBWX 1118 7978 2133 02,OUR
1451594447,CNY,1763.23,Aaron Alvarez,39 Dixon Alley,FR13 8804 2944 21VU SDPD IH8V 287,Anthony Pierce,8104 Warner Trail,PL29 3511 0673 5416 7259 8946 1500,OUR
1453038398,CZK,287.28,Walter Johnson,73186 Sycamore Drive,RO55 VIYK XDLY VDHK VIP0 QQKC,Betty Murphy,112 Dunning Parkway,MU47 JLQR 5399 2140 1696 2977 756N TB,BEN
1449375385,CNY,2870.33,Judy Marshall,442 Emmet Park,FR97 2980 5706 802H LWE2 EDHB E10,Nicole Reynolds,735 Mcbride Crossing,DO94 KTKY 2060 6082 5498 3395 5553,BEN
1435168485,CZK,3297.11,Anthony Alexander,74 Prentice Alley,TR43 3689 77T8 MLT8 DG47 7OKO QG,Ralph Taylor,11 Brickson Park Place,KW87 ENUO 6BVV FKX2 BTLC 2SGL RGB1 UR,SHAR
1445579889,RUB,4336.31,John Gilbert,9 Everett Trail,FR34 6085 8854 10DB JA8N 2OGB D42,Kevin Crawford,5 Heath Parkway,GE38 HM62 2259 0570 9788 54,OUR
1434755700,SEK,558.39,Stephanie Gibson,5 Derek Plaza,FR43 1967 6253 08EA GVLT MEQK W93,Johnny Robertson,444 Kings Court,SM75 I443 0839 916Z YMXX CQUJ 0DO,SHAR
1440094075,CNY,2075.56,Christopher Jackson,42332 Duke Trail,RS06 7196 6230 6400 8137 33,Melissa Olson,42 Delladonna Circle,ES05 6266 7759 8924 7918 8640,BEN
1441581595,SEK,538.76,Denise Young,53 John Wall Circle,GR41 8338 637G BUCT TICH PSPN 7DU,Barbara Brown,2 2nd Pass,MD74 FXWM IRRP E2W4 ONZV OFTM,OUR
1449109316,JPY,1772.36,Sean Ramirez,688 6th Pass,GE93 MN55 4784 8353 2388 87,Janice Kelley,492 Mallory Point,GI88 KTLO KGVA IZCG 6OSW FH2,OUR
1441317588,CNY,4035.14,Nicholas Marshall,30 Stuart Terrace,MT41 UGZD 1792 8NSI 11WI CA1C IGKD YXB,Christine Johnston,31 Division Point,SA54 85AL SHXH O3KB HA2W KMQ3,BEN
1443155691,IDR,3403.15,Paul Murphy,51524 Ridge Oak Center,BG64 BFCD 4076 43VU SOPS 86,Wanda Day,42 Tony Street,IS54 0242 7177 9041 0125 2882 96,BEN
1458059610,NPR,28.05,Martin Matthews,15 Leroy Crossing,DO05 4ZWO 3013 4108 7680 6970 0512,Joe Crawford,69 Fallview Parkway,TN45 7577 6009 0621 4882 3066,SHAR
1461895443,BRL,1973.82,Heather Morales,2314 Lakewood Gardens Park,MT31 OMZG 7415 3OI3 SB41 5UWD ENUL P0R,Fred Ryan,9 Farragut Way,FR11 6446 3665 83SF YFEU EDNZ Z95,OUR
1454749292,EGP,3622.49,Roger Smith,15472 Swallow Trail,TN66 8662 3944 6801 4476 7051,Mary West,84 Bartelt Road,CY42 9440 3757 D7RD LQ8P L6OR IUR5,SHAR
1451126287,PLN,3850.81,Mary Mason,9921 Caliangt Center,RS50 2803 8243 1032 1157 64,Denise Martin,670 Banding Way,IS17 0420 9700 0685 5199 1253 09,OUR
1452861177,EUR,1109.02,Gregory Williams,96 Lakewood Parkway,FO45 2719 3875 4609 73,Alice Fields,14513 Everett Street,IS83 9878 2172 2640 4088 1489 48,OUR
1449707701,IDR,4843.79,Brandon Scott,5527 Paget Trail,FR39 9577 4530 46VO 7LO9 UM4I I78,Mark Matthews,202 Buena Vista Hill,SI52 3761 7195 7971 612,SHAR
1433119825,PLN,1695.87,Joseph Bell,487 American Ash Court,ME04 9907 1331 2475 3030 79,Gregory Stanley,15 Meadow Vale Junction,KW71 TUGI I9TO CBYV 33UG TL9U 0OMD TD,OUR
1443392881,THB,1725.8,Julia Montgomery,12424 Independence Parkway,FR47 5993 5913 58KL P7DH ZBJG Y14,Alan Ryan,08 Kenwood Trail,LT15 8841 0577 6858 5028,BEN
1443554000,USD,3861.88,Patrick Richards,7637 Helena Junction,FO67 9199 7294 6526 29,Jimmy Knight,2 Dexter Parkway,FR86 2218 6066 15YJ SQUW EMJW F87,SHAR
